cat_id,parent_id,cat_name
1521,147.0,Детская мебель и аксессуары
1523,147.0,Товары для защиты и безопасности малыша
1524,147.0,"Парты, стулья, доски"
1525,148.0,"Рюкзаки, ранцы, сумки"
1526,148.0,"Тетради, блокноты, дневники"
1527,148.0,Пеналы и письменные принадлежности
1529,148.0,Канцелярские товары для учебы
1535,148.0,Уроки технологии
1537,148.0,Демонстрационные доски
1538,148.0,Комната ученика
1539,148.0,Книги и учебники
1541,148.0,Школьная форма для мальчиков
1548,149.0,Конструкторы
1549,149.0,Робототехника и Stem-игрушки
1550,149.0,Книги для детей
1560,151.0,Искусственное вскармливание
1569,151.0,Товары для защиты и безопасности малыша
1578,153.0,Газонокосилки
1579,153.0,Триммеры
1580,153.0,Садовые ножницы и кусторезы
1581,153.0,Аккумуляторные и бензиновые опрыскиватели
1584,153.0,Мотоблоки и культиваторы
1586,153.0,Водяные насосы
1589,153.0,Вертикуттеры и аэраторы
1590,153.0,Воздуходувки и садовые пылесосы
1591,153.0,Дровоколы
1593,153.0,Оснастка к садовой технике
1594,153.0,Снегоуборщики
1599,154.0,Аксессуары для сборных и надувных бассейнов
1601,154.0,Тенты и подстилки для бассейнов
1620,156.0,Биотуалеты
1622,156.0,Садовые умывальники
1623,156.0,Жидкости и наполнители для биотуалетов
1624,156.0,Аксессуары и комплектующие для биотуалетов
1627,157.0,Системы капельного полива
1629,157.0,"Пистолеты, насадки, дождеватели для шлангов"
1630,157.0,"Катушки, кронштейны и направляющие для шлангов"
1633,158.0,Садовые ручные опрыскиватели
1634,158.0,"Ручные садовые ножницы, секаторы, высоторезы, сучкорезы"
1635,158.0,"Садовые пилы, ножовки и ножи"
1636,158.0,Грабли
1638,158.0,Топоры
1639,158.0,Садовые щетки и метлы
1642,158.0,Садовые тележки и тачки
1643,158.0,Комплектующие для садовых тележек и тачек
1644,158.0,Садовые компостеры
1647,158.0,Косы и серпы
1651,158.0,Канистры
1655,158.0,Сеялки для семян
1656,158.0,Катки для газонов
1659,159.0,Удобрения для растений
1660,159.0,"Субстраты, грунты, мульча"
1662,159.0,Химические средства защиты растений
1664,159.0,Шпалеры и опоры для растений
1673,161.0,Мангалы
1677,161.0,Уголь
1679,161.0,Средства для розжига
1686,161.0,Наборы посуды для пикника
1687,161.0,Средства против насекомых
1688,162.0,Садовый декор
1700,165.0,Зефир и пастила
1706,165.0,Салфетки
1708,166.0,Кофе
1711,166.0,Чай листовой
1715,166.0,Цикорий
1889,191.0,Сухие и твердые шампуни для волос
1891,191.0,Средства для окрашивания волос
1894,191.0,Приборы для стрижки и укладки
1900,191.0,Аптечная косметика для волос
1920,193.0,Туалетное и жидкое мыло
1924,193.0,Депиляция и эпиляция
1930,193.0,"Пена, соль, масло для ванны"
1934,193.0,Косметика для беременных и кормящих мам
1937,193.0,Профессиональный уход для тела
1943,194.0,Аксессуары для макияжа
1948,194.0,Профессиональная декоративная косметика
1955,195.0,Ароматерапия
1971,198.0,Премиальные средства по уходу за лицом
1972,198.0,Премиальные средства по уходу за телом
1973,198.0,Премиальная декоративная косметика
1977,199.0,Электробритвы мужские
1988,200.0,Принадлежности для маникюра и педикюра
1990,200.0,Средства по уходу за кожей рук
2003,201.0,Инструменты для маникюра и педикюра
2005,201.0,Пинцеты косметические
2006,201.0,Бигуди для волос
2011,202.0,Фены и фен-щётки
2012,202.0,Машинки для стрижки
2014,202.0,Напольные весы
2015,202.0,Электробритвы мужские
2016,202.0,Эпиляторы и женские электробритвы
2018,202.0,Электрические щетки для лица
2019,202.0,Приборы для ухода за лицом
2023,203.0,Для парикмахеров и барберов
2024,203.0,Для маникюра и педикюра
2025,203.0,Для косметологов
2086,211.0,Оборудование для аквариумов и террариумов
2111,214.0,Ветеринарные препараты
2112,214.0,Воротники и попоны
2123,218.0,Товары для фитнеса
2125,218.0,Гимнастика
2126,218.0,Подарочные сертификаты на фитнес и спорт
2127,219.0,Кардиотренажеры
2128,219.0,Свободные веса
2131,219.0,Инверсионные столы
2133,219.0,Виброплатформы
2135,219.0,Стойки для спортивного инвентаря и свободных весов
2137,219.0,Батуты и надувные комплексы
2150,221.0,Товары для футбола
2151,221.0,Товары для баскетбола
2153,221.0,Товары для волейбола
2154,221.0,Спортивные товары для регби и гандбола
2159,222.0,"Лодки, катамараны и комплектующие"
2160,222.0,Товары для подводного плавания
2162,222.0,Спасательные жилеты и круги
2164,222.0,Гермомешки и герморюкзаки
2166,222.0,Бассейны и аксессуары
2171,223.0,Дартс
2173,223.0,Игровые столы
2190,226.0,Велосипеды
2191,226.0,Электровелосипеды
2192,226.0,Детские велосипеды
2193,226.0,Женские велосипеды
2194,226.0,Складные велосипеды
2195,226.0,Аксессуары для велосипедов
2200,227.0,Электросамокаты
2203,227.0,Гироскутеры и аксессуары
2207,228.0,Перчатки для бокса и единоборств
2210,228.0,Аксессуары и принадлежности для бокса и единоборств
2214,229.0,Самокаты и аксессуары
2216,229.0,Роликовые коньки и аксессуары
2220,230.0,"Палатки, тенты и спальники"
2222,230.0,Гермомешки и герморюкзаки
2224,230.0,Палки для скандинавской ходьбы и треккинговые палки
2225,230.0,Походная кухня
2226,230.0,Аксессуары для туризма
2228,230.0,Женская спортивная одежда для туризма
2230,230.0,Женские кроссовки для туризма
2231,231.0,Товары для рыбалки
2232,231.0,Товары для охоты
2233,231.0,Сумки и ящики для охоты и рыбалки
2234,231.0,Одежда для охоты и рыбалки
2237,231.0,Ножи и мультитулы для туризма
2239,231.0,Походная мебель
2240,231.0,Походная кухня
2260,236.0,Зимний спорт
2264,236.0,Летний спорт
2265,238.0,Рюкзаки спортивные и городские
2283,241.0,Автомобильные домкраты
2284,241.0,Автомобильные компрессоры
2285,241.0,Шины для мотоциклов
2286,241.0,Аксессуары для колесных дисков
2287,241.0,Датчики давления в шинах
2289,241.0,Цепи противоскольжения
2291,242.0,Автомобильные видеорегистраторы
2301,242.0,Автомобильные устройства громкой связи
2304,243.0,Автомобильные аккумуляторы и зарядные устройства
2305,243.0,Автомобильное освещение
2307,243.0,Подвеска для автомобилей
2308,243.0,Двигатели для автомобилей
2310,243.0,Автомобильная электрика
2314,243.0,Подшипники
2317,243.0,Свечи зажигания
2320,243.0,Автомобильные предохранители
2321,243.0,Стекла для автомобилей
2326,244.0,Мойки высокого давления
2327,244.0,Багажные системы для автомобилей
2328,244.0,Аксессуары для обустройства салона автомобиля
2329,244.0,Щетки стеклоочистителя
2331,244.0,Инвентарь для ухода за автомобилем
2332,244.0,Защита и внешний тюнинг для автомобиля
2333,244.0,Необходимый набор автомобилиста
2334,244.0,Цепи противоскольжения для автомобилей
2337,245.0,Зарядные и пуско-зарядные устройства для аккумуляторов
2349,247.0,Толщиномеры
2350,247.0,Автосканеры
2351,247.0,Пневмоинструменты
2354,247.0,Трансмиссионные стойки
2358,247.0,Динамометрические ключи
2360,247.0,Специальные головки
2362,247.0,Насосы для перекачки жидкостей
2366,247.0,Полки и панели для инструментов
2369,248.0,Автомобильные домкраты
2372,248.0,Торцевые головки
2374,248.0,Свечные ключи
2379,249.0,Автосигнализации
2401,252.0,Уход за кузовом автомобиля
2403,252.0,Для автомалярных работ
2405,252.0,Уход за салоном автомобиля
2406,252.0,Уход за шинами и дисками автомобилей
2407,253.0,Электроинструменты
2408,253.0,Электро- и бензопилы
2409,253.0,Ручные инструменты
2410,253.0,Расходные материалы и оснастка для инструмента
2411,253.0,Измерительные инструменты
2412,253.0,Сварочное оборудование
2413,253.0,Генераторы
2414,253.0,Пневмоинструменты
2415,253.0,Средства индивидуальной защиты для строительства и ремонта
2416,253.0,Организация рабочего места и ящики для инструментов
2417,253.0,Лестницы и стремянки
2418,254.0,Смесители
2419,254.0,Ванны и комплектующие
2421,254.0,Кухонные мойки
2422,254.0,"Унитазы, писсуары, биде"
2423,254.0,Душевые системы и лейки
2424,254.0,Души и душевые кабины
2425,254.0,Полотенцесушители и аксессуары
2426,254.0,Водоснабжение
2428,254.0,Комплектующие для сантехники
2429,254.0,Фильтры для воды и комплектующие
2430,254.0,Сушилки для рук
2432,254.0,Краны для холодной воды
2433,254.0,Водонагреватели
2436,254.0,Аксессуары для ванной комнаты
2437,255.0,Насосы и комплектующие
2438,255.0,Фильтры для воды и комплектующие
2442,255.0,Запорная арматура
2449,255.0,Мотопомпы и аксессуары
2457,256.0,Отопительные котлы и комплектующие для котлов
2458,256.0,"Камины, печи и аксессуары"
2460,256.0,Радиаторы и комплектующие
2462,256.0,Газовые обогреватели и конвекторы
2464,256.0,Тепловые пушки
2465,256.0,Газовые баллоны и счетчики газа
2466,256.0,Тепловые завесы
2467,256.0,Встраиваемые конвекторы и решетки
2473,256.0,Обогреватели
2474,257.0,Вентиляционные установки
2475,257.0,Вентиляторы вытяжные
2476,257.0,Канальные вентиляторы
2477,257.0,"Вентиляционные решетки, диффузоры и анемостаты"
2479,257.0,Фасонные части воздуховодов
2480,257.0,Воздуховоды
2481,257.0,Фильтры для систем вентиляции
2485,258.0,"Автоматические выключатели, УЗО, дифференциальные автоматы"
2486,258.0,Изделия для электромонтажных работ
2487,258.0,Системы безопасности
2488,258.0,Устройства электропитания и электростанции
2489,258.0,Электрические щиты и комплектующие
2490,258.0,Электрический теплый пол и терморегуляторы
2491,258.0,Розетки и выключатели
2492,258.0,Удлинители и переходники
2493,258.0,Счетчики электроэнергии и аксессуары
2494,258.0,"Пускатели, контакторы и аксессуары"
2495,258.0,Кабеленесущие системы
2497,258.0,Солнечные коллекторы
2498,258.0,Освещение
2499,258.0,Умный дом
2501,259.0,Изоляционные материалы
2504,259.0,Кирпич и общестроительные материалы
2505,259.0,Клеи и жидкие гвозди
2513,260.0,Напольные покрытия
2519,261.0,Межкомнатные двери и коробки
2521,261.0,"Ручки, замки и фурнитура для окон и дверей"
2522,261.0,"Домофоны, звонки и системы безопасности"
2524,261.0,Ворота
2529,262.0,Строительный крепеж и фурнитура
2533,262.0,Такелаж
2534,264.0,Посуда и принадлежности для готовки
2535,264.0,Посуда и приборы для сервировки стола
2536,264.0,Посуда для приготовления напитков
2537,264.0,Ножи и разделочные доски
2539,264.0,Посуда и емкости для хранения продуктов
2540,264.0,Кухонные принадлежности
2542,264.0,Фильтры для воды и комплектующие
2543,265.0,Потолочные светильники
2545,265.0,Настенные светильники
2546,265.0,Настольные светильники
2548,265.0,Лампочки и расходники
2549,265.0,Электрогирлянды
2551,265.0,Уличное освещение и прожекторы
2552,265.0,Технические светильники
2553,265.0,Ночники и декоративные светильники
2554,265.0,Встраиваемые светильники
2559,266.0,Сушилки для белья
2560,266.0,Товары для ухода за одеждой и бельем
2563,267.0,Аксессуары для ванной и туалета
2564,267.0,Инвентарь для уборки
2565,267.0,Безмены
2566,267.0,Хозяйственные сумки
2571,268.0,Вешалки напольные
2574,268.0,Хранение на кухне
2578,269.0,Постельное белье
2580,269.0,Одеяла
2584,269.0,Полотенца
2585,269.0,"Шторы, карнизы, декор окна"
2587,269.0,Текстиль с электроподогревом
2588,269.0,Декоративные подушки
2589,269.0,Чехлы для мебели
2593,271.0,"Шторы, карнизы, декор окна"
2594,271.0,Комнатные растения и горшки
2596,271.0,Декор интерьера
2597,271.0,Часы и метеостанции
2600,271.0,Фоторамки и альбомы
2601,271.0,Свечи и подсвечники
2602,271.0,Ароматы для дома
2604,272.0,Столы и стулья
2606,272.0,Мягкая мебель
2607,272.0,"Шкафы, тумбы, комоды"
2609,272.0,Мебель для ванной
2612,272.0,Мебель для прихожей
2615,272.0,"Надувная, плетеная и прочая мебель"
2616,272.0,Садовая мебель
2617,272.0,Фурнитура для мебели и комплектующие
2618,273.0,Фейерверки
2620,273.0,Подарочная упаковка
2622,273.0,"Дипломы, медали, значки"
2627,273.0,Новогодние товары
2628,274.0,Бытовая техника
2633,274.0,Безопасность
